episode,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150]"
reward,"[-1.1924246633457791, 4.116354553604735, -7.563520042617452, 18.513766996216138, 6.660182460606606, -3.4483269449510967, -7.811280977752127, 94.98744139476293, 66.23331432887468, -21.649820314086824, -22.41652742498903, -17.11802365221311, -17.60518188821599, -17.987728071390407, -18.367416668089973, -18.8153124752687, -19.24023876209719, -19.630649808118015, -20.111473466669416, -20.504331335811763, -20.895413160334, -21.467422908264357, -27.623683112488138, -12.144242232099208, 250.07535058694165, 228.41557148107472, 229.04795288368624, 230.19777750887545, 230.7517777082993, 231.59082419990025, 232.39095076478563, 232.93513564231887, 240.58202877308605, 237.05633291354513, 234.42907045583866, 237.48799091469866, 250.5570605236549, 234.9897457478849, 239.81148764420124, 235.66587927780643, 245.39374324550656, 237.66889625922263, 237.14313816139318, 240.37977379123203, 235.47655321261178, 249.9929849966976, 238.2418094108003, 234.14831323312774, 251.9941694650228, 237.1650581901703, 235.9381125414187, 237.11943717892476, 236.33764562700813, 248.1547209012688, 234.14785862103847, 249.69580459736494, 239.66602706754733, 235.94995529224371, 254.83278627652322, 246.57189598040654, 247.12529531058053, 248.355373816729, 244.17435606052626, 240.94774067012952, 241.43995173352837, 247.183538363296, 238.5018693654298, 254.1392342052935, 243.49114464294883, 239.84458953611662, 251.07199084400298, 252.52613203575814, 241.9031216631478, 243.2134745895735, 243.714297884164, 252.3108018421608, 241.4569175864988, 239.92657418365405, 237.1497880053376, 236.6064374263553, 252.61180001659983, 239.80796667420418, 239.11655873459696, 240.29179879004815, 233.69482351159573, 250.75023924786197, 244.55087379498661, 235.9022892296327, 254.42272549127077, 234.25119431071724, 234.67007979079867, 234.2781710286196, 248.00850545755813, 236.4388570797822, 242.66684439075783, 238.2984587604649, 236.35846376405016, 236.48837459743723, 244.27082078707298, 249.7469946570633, 251.36454383255918, 238.27637473981648, 242.637195778079, 249.43978799700554, 233.35024653884096, 253.44728497752214, 236.78097844667255, 241.96193154552873, 235.57121770508175, 236.49955408120042, 249.82796794084786, 251.1929383424723, 251.50878229401866, 245.99500510140433, 252.65722342150866, 236.97409086317762, 236.86113687337095, 240.00172526372484, 238.05484593054663, 236.47067831388148, 249.01531563310877, 237.59010110087715, 252.1673596893474, 236.52147458871798, 251.2656323319889, 245.1077465784052, 247.62198771849015, 243.75443473387062, 238.35165142295452, 254.77789098725208, 245.356107708189, 245.95847879453942, 234.14209357785285, 250.74625111196661, 239.64947060131854, 240.27850688960416, 238.64332215367384, 247.24647177462464, 237.50110597360123, 237.81490539288956, 251.90248941624324, 246.65448650276517, 237.48526451927412, 237.08604863413478, 241.7977425237382, 233.35494536057584, 249.106153845546, 240.56506352994646, 238.8930134635511, 243.94644849097185]"
